YEAR,total_flights,avg_dep_delay,avg_arr_delay,delay_rate,cancellation_rate,diversion_rate
2019,755690,13.701660733898821,13.805217748018368,0.1869192393706414,0.017988857864997553,0.0
2020,478580,6.214804212461867,6.396464540933596,0.09208700739688244,0.06008817752517865,0.0
2021,610241,12.346058360549357,12.093427023094154,0.16946091789964948,0.017258755147556457,0.0
2022,686209,14.963509659593505,14.712838216928079,0.2047014830758559,0.0268839376924523,0.0
2023,462222,17.070174072199073,17.11166279406865,0.22642583001241828,0.01689447927619196,0.0
