ORIGIN,DEST,ROUTE,total_flights,avg_dep_delay,avg_arr_delay,delay_rate,cancellation_rate,avg_distance,avg_air_time
BNA,BWI,BNA → BWI,791,10.683944374209862,9.083438685208597,0.15802781289506954,0.025284450063211124,587.0,76.61694058154235
BNA,BZN,BNA → BZN,38,24.894736842105264,27.55263157894737,0.2894736842105263,0.0,1435.0,199.6578947368421
BNA,CAK,BNA → CAK,3,16.0,15.666666666666666,0.3333333333333333,0.0,435.0,67.33333333333333
BNA,CHS,BNA → CHS,299,10.397993311036789,8.444816053511706,0.14046822742474915,0.026755852842809364,439.0,59.54515050167224
BNA,CID,BNA → CID,43,21.372093023255815,23.186046511627907,0.2558139534883721,0.16279069767441862,481.0,61.02325581395349
BNA,CLE,BNA → CLE,368,11.826086956521738,9.070652173913043,0.1766304347826087,0.04619565217391304,448.0,60.85054347826087
BNA,CLT,BNA → CLT,1544,12.465673575129534,12.318652849740932,0.17033678756476683,0.03044041450777202,328.0,51.21761658031088
BNA,CMH,BNA → CMH,276,10.532608695652174,8.05072463768116,0.17753623188405798,0.018115942028985508,337.0,51.58695652173913
BNA,DAL,BNA → DAL,888,11.742117117117116,10.38400900900901,0.16666666666666666,0.04279279279279279,623.0,89.21734234234235
BNA,DCA,BNA → DCA,1267,9.569850039463299,9.808208366219416,0.15785319652722968,0.02920284135753749,562.0,74.69850039463299
BNA,DEN,BNA → DEN,1571,10.877784850413748,10.345639719923616,0.15722469764481223,0.02928071292170592,1014.0,143.47167409293445
BNA,DFW,BNA → DFW,1235,14.536842105263158,14.537651821862347,0.1902834008097166,0.03805668016194332,631.0,93.28016194331984
BNA,DSM,BNA → DSM,44,38.95454545454545,41.88636363636363,0.3409090909090909,0.0,530.0,78.1590909090909
BNA,DTW,BNA → DTW,1049,7.897998093422307,7.525262154432793,0.11820781696854146,0.01811248808388942,456.0,68.4795042897998
BNA,ECP,BNA → ECP,440,11.540909090909091,10.422727272727272,0.20681818181818182,0.015909090909090907,401.0,57.78181818181818
BNA,EWR,BNA → EWR,830,20.163855421686748,21.753012048192772,0.26144578313253014,0.04939759036144578,748.0,98.42771084337349
BNA,EYW,BNA → EYW,11,3.1818181818181817,3.090909090909091,0.09090909090909091,0.18181818181818182,849.0,92.0
BNA,FAR,BNA → FAR,40,10.9,12.35,0.225,0.05,910.0,121.0
