ORIGIN,ORIGIN_CITY,total_departures,avg_dep_delay,avg_arr_delay,delay_rate,cancellation_rate,avg_taxi_out
MKE,"Milwaukee, WI",11807,11.129245362920301,11.533581773524181,0.1536376725671212,0.028203608029135258,13.343270940967223
MKG,"Muskegon, MI",286,18.73076923076923,18.297202797202797,0.14685314685314685,0.03496503496503497,13.251748251748252
MLB,"Melbourne, FL",1146,9.36561954624782,9.56282722513089,0.12041884816753927,0.02530541012216405,14.43891797556719
MLI,"Moline, IL",1853,11.172692930383162,12.101996762007555,0.1484079870480302,0.03507825148407987,14.799244468429574
MLU,"Monroe, LA",1114,11.18132854578097,11.989228007181328,0.13285457809694792,0.026032315978456014,14.110412926391382
MMH,"Mammoth Lakes, CA",81,16.098765432098766,16.71604938271605,0.2222222222222222,0.1728395061728395,16.864197530864196
MOB,"Mobile, AL",1768,13.933257918552036,14.197398190045249,0.15667420814479638,0.02828054298642534,13.821266968325792
MOT,"Minot, ND",1133,15.371579876434245,15.812003530450133,0.14651368049426303,0.03265666372462489,16.391879964695498
MQT,"Marquette, MI",558,22.198924731182796,22.03405017921147,0.15232974910394265,0.034050179211469536,13.989247311827956
MRY,"Monterey, CA",1783,14.69826135726304,15.128435221536735,0.14077397644419518,0.021873247335950644,14.284352215367358
MSN,"Madison, WI",5086,14.66083366103028,15.265041289815178,0.1415650806134487,0.02654345261502163,14.130357845064884
MSO,"Missoula, MT",2009,14.130910900945745,14.974116475858636,0.16226978596316574,0.017421602787456445,15.815828770532603
MSP,"Minneapolis, MN",59917,10.475307508720396,10.826076071899461,0.14807149890682111,0.017207136538878783,17.15054158252249
MSY,"New Orleans, LA",21512,13.107567869096318,12.508042023056898,0.18222387504648568,0.033981033841576795,11.982567869096318
MTJ,"Montrose/Delta, CO",1166,13.692967409948542,14.788164665523157,0.18610634648370497,0.03516295025728988,17.89622641509434
MVY,"Martha's Vineyard, MA",352,25.039772727272727,26.0625,0.2755681818181818,0.05113636363636364,13.877840909090908
MYR,"Myrtle Beach, SC",6379,13.176203166640539,13.148299106443016,0.1685217118670638,0.028531117730051733,12.96143596174949
OAJ,"Jacksonville/Camp Lejeune, NC",1144,9.028846153846153,8.483391608391608,0.10576923076923077,0.028846153846153848,16.317307692307693
OAK,"Oakland, CA",20138,10.708610586950044,9.300327738603634,0.16416724600258217,0.02537491309961267,11.642814579402126
OGD,"Ogden, UT",17,17.764705882352942,16.705882352941178,0.17647058823529413,0.17647058823529413,6.0588235294117645
OGG,"Kahului, HI",12256,10.208142950391645,10.434154699738903,0.17558746736292427,0.013218015665796345,10.857375979112271
OGS,"Ogdensburg, NY",221,30.4841628959276,29.963800904977376,0.13574660633484162,0.04072398190045249,16.990950226244344
OKC,"Oklahoma City, OK",9491,13.026024654936256,13.556211147402802,0.15435675903487514,0.023495943525445158,13.736908650300284
OMA,"Omaha, NE",10286,11.282908808088663,11.601399961112191,0.14991250243048804,0.027318685592066887,13.711258020610538
OME,"Nome, AK",294,4.591836734693878,5.105442176870748,0.11904761904761904,0.04081632653061224,9.860544217687075
ONT,"Ontario, CA",10087,11.570338058887677,11.089521165857043,0.14612868047982552,0.02607316347774363,12.001586200059483
ORD,"Chicago, IL",121995,14.195835894913726,14.841747612607074,0.201713184966597,0.031042255830156972,20.919406533054634
ORF,"Norfolk, VA",9493,13.808701148214475,14.168229221531655,0.17191614874117772,0.0316022332244812,14.778679026651217
ORH,"Worcester, MA",534,20.0561797752809,21.805243445692884,0.2340823970037453,0.05805243445692884,14.940074906367041
OTH,"North Bend/Coos Bay, OR",151,16.635761589403973,16.629139072847682,0.17218543046357615,0.052980132450331126,10.966887417218542
OTZ,"Kotzebue, AK",306,3.996732026143791,4.294117647058823,0.06535947712418301,0.049019607843137254,8.0359477124183
OWB,"Owensboro, KY",46,11.847826086956522,12.782608695652174,0.2391304347826087,0.08695652173913043,5.673913043478261
PAE,"Everett, WA",906,9.224061810154526,10.556291390728477,0.1490066225165563,0.024282560706401765,13.682119205298013
PAH,"Paducah, KY",368,16.054347826086957,15.796195652173912,0.15489130434782608,0.04891304347826087,10.866847826086957
PBG,"Plattsburgh, NY",455,20.72967032967033,22.06153846153846,0.2021978021978022,0.05714285714285714,13.83956043956044
PBI,"West Palm Beach/Palm Beach, FL",10954,16.638305641774693,16.78802264013146,0.20440021909804637,0.0320430892824539,14.463118495526748
PDX,"Portland, OR",25780,8.9933281613654,9.330837858805275,0.1387121799844841,0.01970519782777347,13.09166020170675
PGD,"Punta Gorda, FL",2835,15.98694885361552,17.108641975308643,0.2275132275132275,0.04056437389770723,11.473721340388007
PGV,"Greenville, NC",29,31.275862068965516,30.103448275862068,0.27586206896551724,0.034482758620689655,20.96551724137931
PHF,"Newport News/Williamsburg, VA",506,12.5,12.140316205533598,0.12845849802371542,0.025691699604743084,14.654150197628459
PHL,"Philadelphia, PA",42696,12.878536631066142,13.56906970207982,0.1784944725501218,0.026231965523702456,19.672053588158143
PHX,"Phoenix, AZ",74669,12.209176498948693,11.387791452945667,0.1735793970724129,0.021427901806639973,14.510265304209243
PIA,"Peoria, IL",1698,17.670789163722027,18.497055359246172,0.1772673733804476,0.02591283863368669,14.532979976442874
PIB,"Hattiesburg/Laurel, MS",316,32.01898734177215,31.699367088607595,0.1962025316455696,0.04113924050632911,13.319620253164556
PIE,"St. Petersburg, FL",3598,12.866592551417455,14.302390216787105,0.20316842690383546,0.0433574207893274,12.572540300166759
PIH,"Pocatello, ID",359,12.782729805013927,12.883008356545961,0.08635097493036212,0.0,12.013927576601672
PIR,"Pierre, SD",180,10.766666666666667,11.894444444444444,0.1111111111111111,0.03333333333333333,12.28888888888889
PIT,"Pittsburgh, PA",18487,10.56850759993509,11.08595229079894,0.15097095256125925,0.02926380699951317,13.77833071888354
PLN,"Pellston, MI",388,21.75257731958763,20.84278350515464,0.13144329896907217,0.020618556701030927,11.443298969072165
PNS,"Pensacola, FL",5328,13.95382882882883,13.722972972972974,0.15371621621621623,0.02515015015015015,12.7134009009009
PPG,"Pago Pago, TT",31,64.2258064516129,64.09677419354838,0.41935483870967744,0.0,17.870967741935484
PRC,"Prescott, AZ",368,19.328804347826086,19.366847826086957,0.19293478260869565,0.016304347826086956,17.25
PSC,"Pasco/Kennewick/Richland, WA",2166,10.788550323176361,11.82409972299169,0.13573407202216067,0.02077562326869806,14.27100646352724
PSE,"Ponce, PR",287,21.526132404181183,22.588850174216027,0.2508710801393728,0.024390243902439025,13.066202090592334
PSG,"Petersburg, AK",323,10.1671826625387,11.24767801857585,0.17956656346749225,0.021671826625386997,10.532507739938081
PSM,"Portsmouth, NH",166,35.83734939759036,38.16265060240964,0.3373493975903614,0.012048192771084338,13.686746987951807
PSP,"Palm Springs, CA",6038,11.48111957601855,11.418847300430606,0.14590924147068565,0.02119907254057635,13.883736336535277
PUB,"Pueblo, CO",260,11.042307692307693,11.915384615384616,0.16923076923076924,0.038461538461538464,14.811538461538461
PUW,"Pullman, WA",243,5.8312757201646095,5.94238683127572,0.102880658436214,0.024691358024691357,7.91358024691358
PVD,"Providence, RI",6502,13.2257766840972,13.607966779452477,0.17040910489080283,0.03199015687480775,13.19840049215626
PVU,"Provo, UT",540,19.33888888888889,22.45,0.2814814814814815,0.040740740740740744,14.72037037037037
PWM,"Portland, ME",4710,13.798301486199575,13.94416135881104,0.1692144373673036,0.0375796178343949,14.148619957537155
RAP,"Rapid City, SD",2276,13.527240773286467,14.082601054481547,0.17486818980667837,0.02680140597539543,15.795254833040422
RDD,"Redding, CA",627,14.677830940988835,14.896331738437002,0.14035087719298245,0.011164274322169059,13.046251993620414
RDM,"Bend/Redmond, OR",2869,11.812478215406065,12.326246078773092,0.146392471244336,0.017776228651097944,15.034158243290346
RDU,"Raleigh/Durham, NC",24007,13.276919231890698,13.45436747615279,0.16820094139209396,0.02749198150539426,16.437414087557794
RFD,"Rockford, IL",367,21.414168937329702,22.923705722070846,0.29155313351498635,0.027247956403269755,11.49591280653951
RHI,"Rhinelander, WI",360,13.733333333333333,12.044444444444444,0.11388888888888889,0.025,11.919444444444444
RIC,"Richmond, VA",8466,13.572289156626505,13.95913064020789,0.16513111268603828,0.02681313489251122,15.903378218757382
RIW,"Riverton/Lander, WY",186,24.155913978494624,26.204301075268816,0.16666666666666666,0.03763440860215054,15.456989247311828
RKS,"Rock Springs, WY",260,9.015384615384615,10.315384615384616,0.09230769230769231,0.03076923076923077,16.51923076923077
RNO,"Reno, NV",8902,11.735115704336105,12.026173893507076,0.15693102673556505,0.025162884745001123,14.204560772860031
ROA,"Roanoke, VA",1036,16.074324324324323,16.367760617760617,0.15347490347490347,0.019305019305019305,17.466216216216218
ROC,"Rochester, NY",5308,13.647136397889977,14.128673700075359,0.1650339110776187,0.038055764883195176,14.153541823662396
ROW,"Roswell, NM",542,21.284132841328415,21.826568265682656,0.16974169741697417,0.02214022140221402,14.72509225092251
RST,"Rochester, MN",1142,9.516637478108581,10.238178633975481,0.13222416812609458,0.040280210157618214,15.154991243432574
RSW,"Fort Myers, FL",16848,13.998100664767332,14.308048433048434,0.17444207027540362,0.031635802469135804,13.465040360873694
SAF,"Santa Fe, NM",767,14.372881355932204,14.64928292046936,0.16166883963494133,0.03780964797913951,16.33767926988266
SAN,"San Diego, CA",36382,10.991341872354461,10.829641031279204,0.15815513165851244,0.024270243527018856,16.479495354845803
SAT,"San Antonio, TX",15562,11.032193805423468,10.79340701709292,0.147089063102429,0.027181596195861715,11.955789744248811
SAV,"Savannah, GA",7797,13.743491086315249,13.641785302039246,0.1705784276003591,0.027318199307425933,14.490060279594715
SBA,"Santa Barbara, CA",3149,14.255954271197206,14.111463956811686,0.1584630041282947,0.02667513496348047,13.412511908542394
SBN,"South Bend, IN",2694,14.371566443949517,14.800668151447661,0.16443949517446177,0.0200445434298441,15.902746844840387
SBP,"San Luis Obispo, CA",2099,16.749880895664603,16.95378751786565,0.17484516436398284,0.024773701762744165,15.166269652215341
SCC,"Deadhorse, AK",283,5.34982332155477,5.848056537102473,0.07773851590106007,0.024734982332155476,9.056537102473499
SCE,"State College, PA",513,15.128654970760234,15.366471734892787,0.1539961013645224,0.03313840155945419,13.317738791423002
SCK,"Stockton, CA",320,22.853125,24.103125,0.321875,0.0375,10.365625
SDF,"Louisville, KY",9757,13.156912985548837,13.487239930306446,0.15834785282361383,0.029004817054422465,14.615045608281234
SEA,"Seattle, WA",70760,10.00572357263991,10.207221594120972,0.16608253250423968,0.016181458451102318,18.721664782362918
SFB,"Sanford, FL",4563,15.744904667981592,16.611439842209073,0.217839140916064,0.05193951347797501,12.813719044488275
SFO,"San Francisco, CA",59391,12.55089154922463,11.941034836928154,0.16712969978616288,0.023538920038389654,18.49601791517233
SGF,"Springfield, MO",3370,14.046587537091987,14.806824925816024,0.19020771513353116,0.025222551928783383,15.245994065281899
SGU,"St. George, UT",1378,11.436139332365748,12.209724238026125,0.13933236574746008,0.005805515239477504,16.644412191582003
SHD,"Staunton, VA",249,21.056224899598394,21.349397590361445,0.14457831325301204,0.04417670682730924,13.132530120481928
SHR,"Sheridan, WY",219,5.808219178082192,8.917808219178083,0.1415525114155251,0.0136986301369863,18.50228310502283
SHV,"Shreveport, LA",2324,11.270223752151463,12.056798623063683,0.17943201376936316,0.029690189328743545,14.152323580034423
SIT,"Sitka, AK",564,10.595744680851064,11.77836879432624,0.14893617021276595,0.01950354609929078,12.193262411347519
SJC,"San Jose, CA",22917,8.902343238643802,8.336649648732383,0.1368852816686303,0.02661779465025963,12.251429070122617
SJT,"San Angelo, TX",792,8.491161616161616,9.544191919191919,0.12878787878787878,0.027777777777777776,12.14520202020202
SJU,"San Juan, PR",12962,17.913902175590188,17.773106002160162,0.2185619503163092,0.018592809751581545,14.461194260145039
SLC,"Salt Lake City, UT",51881,10.2302577051329,10.236271467396541,0.14296177791484357,0.012181723559684663,17.313968504847633
SLN,"Salina, KS",362,15.17403314917127,14.682320441988951,0.1574585635359116,0.03867403314917127,15.0939226519337
SMF,"Sacramento, CA",22065,10.101155676410604,9.518286879673692,0.1454339451620213,0.023521414004078856,12.042873328801269
SMX,"Santa Maria, CA",92,39.108695652173914,40.83695652173913,0.25,0.06521739130434782,8.48913043478261
SNA,"Santa Ana, CA",17905,11.221223122032951,10.70851717397375,0.1594526668528344,0.026584752862328958,13.528790840547334
SPI,"Springfield, IL",468,14.322649572649572,16.185897435897434,0.202991452991453,0.04700854700854701,12.594017094017094
SPN,"Saipan, TT",169,4.449704142011834,4.733727810650888,0.0650887573964497,0.005917159763313609,11.23076923076923
SPS,"Wichita Falls, TX",520,12.486538461538462,13.411538461538461,0.16538461538461538,0.04038461538461539,15.540384615384616
SRQ,"Sarasota/Bradenton, FL",6008,15.762816245006658,16.338881491344875,0.20239680426098536,0.02829560585885486,14.036617842876165
STC,"St. Cloud, MN",50,12.36,12.56,0.18,0.08,11.08
STL,"St. Louis, MO",26721,12.628494442573256,11.859997754575053,0.1722240934096778,0.03158564424984095,11.291418734328806
STS,"Santa Rosa, CA",1464,9.441939890710383,10.560109289617486,0.14275956284153005,0.02459016393442623,14.079234972677595
STT,"Charlotte Amalie, VI",2181,15.550664832645575,16.04172397982577,0.18019257221458046,0.018340210912425492,13.627235213204951
STX,"Christiansted, VI",546,8.547619047619047,9.239926739926739,0.16117216117216118,0.005494505494505495,13.336996336996338
SUN,"Sun Valley/Hailey/Ketchum, ID",794,15.32241813602015,16.60831234256927,0.14105793450881612,0.060453400503778336,15.244332493702771
SUX,"Sioux City, IA",455,14.991208791208791,15.72087912087912,0.1824175824175824,0.04395604395604396,14.67032967032967
SWF,"Newburgh/Poughkeepsie, NY",415,27.289156626506024,27.424096385542168,0.26265060240963856,0.043373493975903614,13.016867469879518
SWO,"Stillwater, OK",326,8.846625766871165,10.02760736196319,0.10429447852760736,0.03987730061349693,12.773006134969325
SYR,"Syracuse, NY",5215,12.309683604985619,12.69568552253116,0.15781399808245447,0.03758389261744966,15.490508149568551
TBN,"Fort Leonard Wood, MO",67,6.597014925373134,5.373134328358209,0.04477611940298507,0.04477611940298507,11.805970149253731
TLH,"Tallahassee, FL",2466,11.655717761557177,11.72668288726683,0.14274128142741282,0.019870235198702353,12.986212489862124
TOL,"Toledo, OH",541,15.914972273567468,15.870609981515711,0.19593345656192238,0.04436229205175601,11.186691312384474
TPA,"Tampa, FL",32580,13.26500920810313,13.081522406384284,0.17443216697360345,0.028667894413750766,13.593216697360344
TRI,"Bristol/Johnson City/Kingsport, TN",1257,11.878281622911695,11.720763723150357,0.14001591089896578,0.017501988862370723,14.172633253778839
TTN,"Trenton, NJ",976,21.97233606557377,22.498975409836067,0.25,0.03790983606557377,15.59016393442623
TUL,"Tulsa, OK",6972,10.979632816982214,11.320998278829604,0.1465863453815261,0.025243832472748137,14.206827309236948
TUS,"Tucson, AZ",7473,10.753245015388734,10.722868995048842,0.13542084838752844,0.019804630001338152,13.52522414023819
TVC,"Traverse City, MI",1966,15.514242115971516,16.053407934893183,0.17293997965412003,0.021363173957273652,15.521363173957274
TWF,"Twin Falls, ID",384,10.3203125,10.3984375,0.11197916666666667,0.0026041666666666665,12.580729166666666
TXK,"Texarkana, AR",461,10.954446854663775,11.780911062906725,0.15184381778741865,0.039045553145336226,12.412147505422993
TYR,"Tyler, TX",588,10.585034013605442,12.127551020408163,0.15476190476190477,0.04421768707482993,14.363945578231293
TYS,"Knoxville, TN",6302,10.592827673754364,11.507933989209775,0.15074579498571883,0.023484608060933037,15.658362424627102
UIN,"Quincy, IL",51,20.03921568627451,19.941176470588236,0.19607843137254902,0.09803921568627451,13.803921568627452
USA,"CONCORD, NC",149,10.865771812080537,12.731543624161073,0.2751677852348993,0.0,12.570469798657719
USA,"Concord, NC",401,18.99002493765586,21.032418952618453,0.3117206982543641,0.09476309226932668,11.214463840399002
VCT,"Victoria, TX",170,8.029411764705882,7.741176470588235,0.041176470588235294,0.041176470588235294,10.935294117647059
VEL,"Vernal, UT",318,14.716981132075471,16.59433962264151,0.1320754716981132,0.0660377358490566,14.30188679245283
VLD,"Valdosta, GA",500,13.974,13.84,0.106,0.01,13.688
VPS,"Valparaiso, FL",4268,14.451968134957825,14.731958762886597,0.17525773195876287,0.030927835051546393,14.414714151827553
WRG,"Wrangell, AK",334,6.838323353293413,7.6946107784431135,0.1347305389221557,0.023952095808383235,7.730538922155689
WYS,"West Yellowstone, MT",143,6.419580419580419,6.6223776223776225,0.11188811188811189,0.006993006993006993,11.874125874125873
XNA,"Fayetteville, AR",4962,14.15820233776703,15.359330914953647,0.1795646916565901,0.024788391777509067,15.48931882305522
XWA,"Williston, ND",431,22.354988399071924,24.526682134570766,0.19953596287703015,0.04408352668213457,22.02552204176334
YAK,"Yakutat, AK",320,9.653125,10.4,0.165625,0.021875,11.315625
YKM,"Yakima, WA",152,6.947368421052632,7.309210526315789,0.11842105263157894,0.02631578947368421,6.157894736842105
YUM,"Yuma, AZ",830,13.032530120481928,13.62289156626506,0.1216867469879518,0.018072289156626505,14.51566265060241
